,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,Phase
2587,0.00024415,2.8899999999999998e-05,0.00012603,0.00020039,-0.00033821,5.178e-05,0.00101387,0.00132741,-9.799e-05,0.00021605,0.00089702,-9.882e-05,0.00399825,0.001248,-2.113e-05,0.00171225,0.00247639,-5.936e-05,0.00219063,0.00029309,9.531e-05,0.00130283,0.00196278,8.242e-05,0.00027627,0.00039651,0.00167318,0.00092795,0.00418855,0.00301129,0.0022122,0.00235726,'D'
7947,-0.0004868,0.00053924,2.688e-05,0.01043513,-0.0022973000000000004,0.00166972,-0.00019465,0.00041678,-7.684e-05,0.01041278,-0.0018335,0.00176271,4.804e-05,2.3e-07,-7.95e-06,-0.00041763,0.00014699,-4.136e-05,8.899e-05,5.581e-05,-2.129e-05,-0.00036079,0.00011137,-6.746e-05,0.00072697,0.01081469,0.00046637,0.0107189,4.869e-05,0.00044467,0.00010718,0.00038357,'D'
88,0.00025864,2.13e-05,0.00051101,0.00366428,-0.00037089,0.00013724,-2.886e-05,8.737e-05,0.00043656,0.00302616,-0.00039818,0.00014367,0.00064462,9.817e-05,0.00034524,0.00090307,-0.00023997,6.500000000000001e-05,0.00034611,5.334e-05,0.00026712,0.00059893,-0.00010333,2.364e-05,0.00057314,0.00368555,0.00044615,0.00305563,0.00073781,0.00093666,0.00044044,0.00060824,'D'
3026,-6.258e-05,-2.726e-05,-2.26e-06,9.69e-06,-1.455e-05,1.49e-06,-4.558e-05,-2.49e-05,1.84e-06,-2.75e-06,-1.222e-05,2.43e-06,1.024e-05,5.54e-06,-1.8e-07,4.9e-07,-1.8e-07,9e-08,6.35e-06,6.1e-06,-9.1e-07,-1.5e-07,-9.3e-07,1e-08,6.829999999999999e-05,1.755e-05,5.197e-05,1.276e-05,1.164e-05,5.3e-07,8.85e-06,9.4e-07,'D'
7093,-0.00369831,0.00113273,0.00195159,0.00103201,-0.00393576,-0.01399133,-0.0028396000000000003,0.0010400000000000001,0.00067703,0.0006069,-0.00254031,-0.010687299999999999,0.00032665,0.00019882,-0.00079065,0.00030903,-0.000241,-0.00069245,0.00026611,0.00013176,-0.00097768,0.0002052,-0.00021377,-0.00049912,0.00433235,0.01457095,0.00309892,0.01100181,0.00087828,0.00079566,0.00102178,0.00058046,'D'
4102,0.00145883,-6.0599999999999996e-05,0.00022433,0.00245958,0.00115092,0.00033335,0.00017827,-0.00023112,5.122e-05,0.00074573,0.00041075,8.176e-05,6.528e-05,8.68e-06,3.46e-06,-9.197e-05,4.32e-06,-2.512e-05,7e-07,-2.58e-06,-1.03e-06,-0.00012056,-3.169e-05,-2.391e-05,0.00147722,0.00273592,0.00029635,0.00085529,6.594e-05,9.544e-05,2.86e-06,0.00012693,'D'
9769,-0.0003528,-0.00618147,0.00088927,0.00420333,0.00377589,-7.629e-05,0.00054368,-0.00249522,0.00024001,0.00426619,0.00355188,-0.00011165,0.00090658,0.00106289,-0.00018251,-0.00022021,-0.00011559,-2.587e-05,0.00110556,0.00194636,-0.00033885,-0.00026226,-0.00010837,-2.041e-05,0.00625506,0.00565077,0.00256502,0.00555236,0.00140888,0.00025004,0.00226393,0.00028450000000000003,'H'
4354,0.00053751,0.00033924,3.844e-05,-0.00033764,-0.00028734,1.572e-05,0.0005838999999999999,0.0002306,-3.205e-05,-0.00024684,-0.00026622,4.53e-06,-7.58e-05,-1.245e-05,1.304e-05,-1.943e-05,2.097e-05,2.65e-06,-0.00024377,-7.74e-05,1.378e-05,-1.22e-05,1.725e-05,1.4e-06,0.00063677,0.00044364,0.0006286000000000001,0.00036308,7.792e-05,2.871e-05,0.00025613,2.117e-05,'D'
7311,0.00687876,-0.00795869,0.00942847,0.00027617,0.0047946,0.00320876,0.00695332,-0.00544917,-0.00225449,-0.00076081,0.00484372,0.00292952,-0.00031921,-0.00372491,0.00401319,-2.274e-05,0.00116294,0.00048125,4.522e-05,-0.00109705,-0.00085577,-0.00013285,0.00109486,-0.00028717,0.01412636,0.00577586,0.00911728,0.00571162,0.00548476,0.00125879,0.00139209,0.00113967,'D'
8348,0.04547526,-0.01604954,0.007495999999999999,-0.0017760000000000002,-0.00788017,-0.00012097,0.03580859,-0.01029603,0.00243966,0.00221517,-0.00600897,0.00122064,0.00101867,-0.00160428,0.00026135,-0.0006349999999999999,-0.00139151,-2.885e-05,0.00076074,-0.00123993,-0.00026793,-0.00476023,-0.00016285,-0.00029185,0.04880345,0.00807873,0.03733919,0.00651956,0.00191825,0.00152983,0.00147916,0.00477195,'H'
7714,0.0022546999999999997,0.00511321,-0.00097333,-0.00038228,8.069e-05,-0.00011727,0.00223817,0.00509487,-0.0009707000000000001,-0.0003594,5.927e-05,-0.00011299,0.00096007,0.00243756,-0.00041754,-1.813e-05,4.794e-05,-7.32e-06,0.00095919,0.00243656,-0.00041741,-1.6899999999999997e-05,4.679e-05,-7.09e-06,0.00567239,0.00040792,0.00564884,0.00038137,0.00265288,5.177e-05,0.00265162,5.025e-05,'D'
4656,-0.00170224,0.00100264,-1.803e-05,-0.00142047,9.577e-05,3.177e-05,-0.00119076,0.00049181,7.115e-05,-0.00065331,9.801e-05,3.962e-05,-4.433e-05,1.283e-05,-4.44e-06,-0.00021396,1.513e-05,5.64e-06,1.185e-05,-2.28e-06,-3.78e-06,-6.948e-05,-3.71e-06,4.85e-06,0.00197566,0.00142404,0.00129029,0.00066181,4.636e-05,0.00021456,1.265e-05,6.974e-05,'D'
4828,0.00045485,-0.00014053,-0.00015288,5.436e-05,-0.00019268,-9.653e-05,0.00074895,-0.00019537,-0.0002539,4.191e-05,-0.00032900000000000003,-0.00012076,-0.00011661,3.003e-05,1.801e-05,6.28e-06,1.671e-05,8.79e-06,-9.808e-05,2.334e-05,1.756e-05,5.67e-06,2.528e-05,7.000000000000001e-06,0.00050001,0.00022226,0.0008146000000000001,0.00035296,0.00012175,1.99e-05,0.00010234,2.684e-05,'D'
7938,0.00659374,0.00104924,-0.00027011,-0.00038983,-0.0015804999999999999,-4.736e-05,0.00021467,-0.00092818,-0.00044379,-0.00035814,-0.00157537,-5.214e-05,0.00050888,0.00016404,9.026e-05,0.00058442,0.00042393,4.339e-05,2.185e-05,-9.473e-05,-3.392e-05,0.00057042,0.00040649,4.314e-05,0.00668216,0.00162856,0.00105097,0.00161641,0.00054223,0.00072329,0.00010297,0.00070176,'D'
5719,-0.00093416,0.00082811,6.467e-05,-0.00071984,0.00027167,-4.637e-05,-0.00048657,-5.78e-06,-5.739999999999999e-05,-0.00039535,-9.762e-05,-6.898e-05,8.27e-06,-9.92e-06,-1.82e-06,5.247e-05,1.674e-05,3.91e-06,1.521e-05,5.051e-05,2.656e-05,2.777e-05,1.168e-05,2.69e-06,0.00125004,0.00077079,0.00048998,0.00041302,1.304e-05,5.522e-05,5.906e-05,3.025e-05,'H'
4330,-0.00057372,0.00021002,0.00013761,3.902e-05,-0.00085986,-0.00015769999999999998,-0.0005228,-0.00011187,7.611e-05,2.046e-05,-0.00072097,-0.00015845,-3.155e-05,-2.855e-05,-3.73e-05,4.579e-05,0.00018537,2.781e-05,9.303e-05,1.168e-05,-9.41e-06,1.695e-05,0.00014145,2.05e-05,0.00062626,0.00087507,0.00054003,0.00073846,5.658e-05,0.00019296,9.423e-05,0.00014393,'D'
45,0.00027396,-9.845e-05,1.32e-06,-0.00016216,4.737e-05,-6.2e-07,0.00038209,-0.00029492,0.0002316,-0.00051948,0.00029691,-7.761e-05,6.21e-05,-1.451e-05,3.75e-06,-3.404e-05,1.081e-05,-1.36e-06,-0.00043611,-8.671e-05,0.00012922,-0.00052041,0.00010709,-8.665e-05,0.00029112,0.00016894,0.00053536,0.00060336,6.388e-05,3.574e-05,0.00046305,0.00053833,'D'
8741,-0.00866884,-0.00618425,0.00115068,-0.0005064000000000001,-0.00077534,-7.336e-05,-0.00680236,-0.01032145,0.00145464,-0.00018352,-0.00025813,-2.079e-05,-0.00346455,-0.00175435,0.00050824,-4.523e-05,8.045e-05,-8.7e-06,-0.00293152,-0.00303467,0.0005822000000000001,-4.819e-05,7.11e-05,-9.49e-06,0.01071065,0.00092896,0.012446700000000002,0.0003174,0.00391652,9.27e-05,0.00425935,8.641e-05,'D'
1929,-0.00013355,0.00025756,-4.05e-06,-0.00020533,0.00033447,-8.28e-06,-0.00026799,0.0004696000000000001,-3.75e-06,-0.0001004,0.00042619,4.338e-05,2.864e-05,7.945e-05,-6.02e-06,2.603e-05,8.251e-05,-6.32e-06,3.82e-05,0.00010555,-8.62e-06,3.75e-05,7.704e-05,2.1000000000000002e-06,0.00029016,0.00039255,0.0005407,0.00044,8.467e-05,8.675e-05,0.00011258,8.57e-05,'D'
1978,3.256e-05,0.00013255,-6.88e-06,0.00644422,-0.00169299,-0.00076555,0.0025344,-0.00209315,0.00010136,0.00041317,0.00010490000000000002,0.00036582,-7.06e-06,-1.402e-05,1.01e-06,-0.00016155,-1.37e-06,1.831e-05,0.00041022,-0.00036313,2.139e-05,0.00076752,-8.249e-05,-2.0300000000000002e-05,0.00013667,0.00670673,0.00328858,0.00056173,1.574e-05,0.00016259,0.00054827,0.00077221,'D'
6697,0.00075375,0.00289509,-0.00077464,-0.00467497,-0.00993273,0.01631288,-0.0015776,5.223e-05,-0.00491099,-0.00242477,-0.00810232,0.01895714,0.00077088,0.00109052,0.00138267,-0.00039797,-0.00173022,0.00302723,1.83e-05,0.00011640000000000001,0.00010031,-0.00016304,-0.00059597,0.00105627,0.00309027,0.01966277,0.00515842,0.02075814,0.00192231,0.00350944,0.00015474,0.00122371,'H'
9479,0.00956323,0.00182912,-0.00152028,-0.01283236,-0.00241158,-0.00069224,0.00537752,0.00080773,-0.00132167,0.00010438,-0.0011273,-4.023e-05,0.00385842,0.00346857,-0.00055273,0.00032161,-0.00031375,4.963e-05,0.00347085,0.00285757,-0.00040449999999999997,-5.71e-06,-0.00031379,3.279e-05,0.00985456,0.01307533,0.00559615,0.00113284,0.00521765,0.00045204,0.00451399,0.00031555,'D'
2732,0.0103833,-0.01014863,-0.00042507,-0.00435564,0.00056651,-0.00072738,0.0100281,-0.00813915,-0.00044273,-0.002226,-0.0028333000000000004,-0.00022528,0.00478083,-0.00425452,-7.73e-06,-0.00013563,0.00060129,-1.566e-05,0.00531979,-0.00405415,-0.00017182,-0.00024090000000000003,1.353e-05,3.678e-05,0.01452543,0.00445215,0.01292303,0.00361018,0.00639979,0.00061659,0.00669073,0.00024406,'D'
8194,0.00229087,-0.00074122,0.00034885,0.00039297,-0.00053661,-6.902e-05,0.00905207,0.00032968,-0.00015911,0.00065447,-0.00031781,-4.582e-05,0.00018704,-1.0199999999999999e-05,2.35e-05,8.297e-05,-4.744e-05,-1.175e-05,0.00063016,0.00018339,-4.825e-05,0.00190627,-2.526e-05,-0.00067897,0.00243294,0.00066868,0.00905947,0.00072899,0.00018879,9.629e-05,0.00065808,0.00202374,'H'
1874,-1.564e-05,-0.0007891,6.653e-05,-0.00051173,4.756e-05,0.00010609999999999999,-0.00249188,0.00140683,-0.00010104,-0.00201601,8.674e-05,-0.00034654,-6.562e-05,-0.00015485,6.24e-06,-7.944e-05,-4.09e-05,8.400000000000001e-06,-0.00142866,0.00142815,-0.00011533,-0.00037075,-1.68e-06,-6.977e-05,0.00079205,0.00052477,0.00286336,0.00204741,0.00016829,8.974e-05,0.00202336,0.00037727,'D'
6553,0.00251123,0.00356429,-0.00511975,0.0014044,0.00030971,0.0011844000000000002,0.00128653,0.00179715,-0.00109874,0.00051847,0.00085494,-7.173e-05,-0.00012302,-0.00015779,0.00148646,-0.00034719,0.00014819,0.00051574,-0.00050788,-0.00064115,0.00086618,-0.00022897,9.423e-05,8.473e-05,0.00672475,0.00186308,0.00246823,0.00100243,0.00149987,0.00063913,0.00119134,0.0002617,'H'
1381,8.639e-05,2.772e-05,1.562e-05,-0.00234492,0.00460779,0.00144973,6.51e-05,7.392e-05,-2.41e-06,-0.00169335,0.00331178,0.00108936,-2.262e-05,-5.2e-07,1.64e-06,-0.00213454,0.00166062,0.00032748,-6.321e-05,-1.349e-05,-1.91e-06,2.26e-05,-2.462e-05,1.367e-05,9.206e-05,0.00536955,9.853e-05,0.00387583,2.269e-05,0.00272418,6.466e-05,3.611e-05,'D'
9159,-0.00153042,-0.00586909,-6.252e-05,-0.00634236,-0.00176112,0.00119508,0.00076345,-0.00933918,0.00073631,-0.00421804,-0.00380576,0.00069801,-0.00058365,-0.00048868,-0.00026873,5.604e-05,0.00011545,1.962e-05,0.00154873,0.00071856,0.00025355,0.00044015,0.00010891,-1.269e-05,0.00606567,0.00668994,0.00939922,0.00572389,0.00080727,0.00012983,0.00172603,0.0004536,'H'
6363,0.00079427,-0.00172067,-0.00686764,0.00306934,-0.00221364,-0.00555068,-9.355e-05,-0.00124528,-0.00538029,0.00314221,-0.00021383,-0.00448034,-1.848e-05,-0.00013135,0.00011679999999999999,-0.00013081,-0.00011175,-0.00035094,0.00010314,-8.732e-05,-6.643e-05,-0.00013565,-0.00010335,-9.467e-05,0.00712433,0.00671797,0.00552331,0.00547655,0.00017674,0.00039084,0.00015058,0.00019506,'H'
469,-0.00060558,-0.00034683,3.696e-05,0.00938793,0.004343199999999999,-0.00168095,-0.00089013,-0.00046719,9.497e-05,0.00706476,0.00333955,-0.00128311,-0.00012325,-8.952e-05,7.09e-06,3.035e-05,0.00143621,-0.00085619,-0.00025756,-6.597e-05,1.183e-05,0.00248998,0.00082624,-0.00045272,0.00069884,0.01047961,0.00100976,0.00791895,0.00015249,0.00167233,0.00026614,0.00266226,'D'
117,-0.00040769,-0.00012763,0.00020980000000000003,-0.00118111,-0.00042084,-5.92e-06,-0.00029795,-0.00021480000000000002,0.00023474,0.00152639,0.00022695,-7.563e-05,-0.00017263,6.37e-06,4.941e-05,-0.00044542,-9.958e-05,-1.783e-05,-0.00011181,-4.034e-05,6.388e-05,0.00016541,6.111e-05,-1.665e-05,0.00047594,0.00125385,0.00043591,0.00154503,0.00017968,0.00045677,0.00013494,0.00017712,'D'
474,-0.00112203,1.051e-05,4.428e-05,-0.00263968,0.00035178,0.00017929,-0.00362273,0.00158005,-0.00049452,-0.00198689,0.00012090000000000001,9.204e-05,-0.00016176,8.431e-05,4.98e-06,4.966e-05,0.00020143,6.61e-06,3.1e-06,6.89e-06,-6.51e-06,3.311e-05,3.958e-05,1.245e-05,0.00112296,0.00266905,0.00398312,0.0019927,0.00018249,0.00020757,9.97e-06,5.308e-05,'D'
1937,-0.00061125,0.00200456,-0.00060211,-0.00281206,-0.00067414,-9.208e-05,0.00028648,-0.00023109,-0.00036805,-0.00258604,-0.0006676,-0.00018383,0.00083871,0.00205787,0.0001715,-0.00023522,0.00020919,-5.158e-05,-0.0005887,0.00013691,8.291e-05,-0.00349171,0.00063384,-0.00057248,0.00218046,0.00289321,0.00052051,0.00267714,0.00222883,0.00031898,0.00061007,0.00359465,'D'
9235,-0.00273826,-0.0054945,0.00044415,0.00334863,-0.00964406,0.00072177,-0.00247346,-0.00319549,0.00024062,0.00194065,-0.00107507,-8.512e-05,-0.00093898,-0.00171492,0.00015927,0.00105319,-0.00294585,0.00022642,-0.00083777,-0.00092755,8.919e-05,0.00064196,-0.00023742,-2.0399999999999998e-05,0.00615507,0.01023436,0.00404809,0.00222016,0.00196163,0.00313664,0.00125306,0.00068476,'D'
7279,-0.00060391,0.00356775,-0.00474575,-0.00583575,-0.01016311,-0.00091395,-0.00061633,0.00360129,-0.00467504,-0.00283435,-0.00981176,0.00046029999999999997,-0.00015717,0.00028763,0.00121888,-0.00012398,-0.00116519,0.00202075,-0.00015485,0.00027403,0.00118883,0.00013809,-0.00100993,0.00269993,0.00596788,0.01175501,0.00593339,0.01022331,0.00126218,0.00233591,0.00122979,0.00288594,'D'
2980,0.00018631,0.00043444,1.06e-06,-0.00019567,0.00086708,1.689e-05,-0.00104761,-0.00301388,-0.00040439999999999996,0.0001631,5.072e-05,-4.754e-05,-5.386e-05,-5.52e-06,-1.53e-06,1.8000000000000001e-06,-7.125e-05,-1.852e-05,-0.00126076,-0.00263103,-3.48e-06,3.438e-05,4.41e-06,-4.11e-06,0.00047271,0.00088904,0.00321629,0.00017729,5.416e-05,7.364e-05,0.00291751,3.4899999999999995e-05,'H'
6102,-0.02567318,0.00430832,0.05499071,0.00393887,-0.00072728,-0.0116839,-0.02581062,0.00428169,0.05549417,0.00246584,-0.0013130999999999998,-0.01420185,1.655e-05,-0.00020198,0.00164598,-0.00071728,0.00051039,0.00303876,0.00010961,-0.00016933,0.00128433,-0.00073055,0.00042729,0.00110963,0.06084121,0.0123514,0.06135246,0.01447401,0.00165841,0.00316371,0.00130007,0.00139555,'D'
1532,-2.067e-05,0.00042324,-2.89e-06,-0.00076137,-8.241e-05,-5.374e-05,-2.86e-06,0.00031129,4.7e-07,-0.00064075,8.773e-05,-8.523e-05,4.27e-06,-4.87e-06,-8.4e-07,-4.851e-05,-2.711e-05,5.47e-06,6.66e-06,-4.85e-06,-8.8e-07,-3.377e-05,8.54e-06,9.5e-07,0.00042376,0.0007677000000000001,0.0003113,0.00065232,6.53e-06,5.584e-05,8.28e-06,3.485e-05,'D'
6641,0.00088225,-0.00183572,-0.00366918,0.00119689,-0.00489787,0.00594528,0.00231382,-0.00287393,-0.00368956,0.00516285,-0.00684179,0.00750153,8.101e-05,-0.00037375,-0.00066394,0.00070427,-0.00139389,0.00191788,0.00019431,-0.00037129,-0.00055729,0.00180582,-0.00212524,0.00255785,0.00419656,0.00779539,0.00521786,0.01139026,0.00076621,0.00247329,0.00069727,0.00378421,'H'
1526,-0.00847364,-0.00298902,0.00176031,-0.00018317,0.00033979,1.343e-05,0.0052066000000000005,-0.0032183999999999997,0.00120408,-0.000155,0.00038223,8.21e-06,0.00137128,-0.00171583,0.00028593,0.00629385,-0.00128955,0.00054431,0.00098006,-0.00128314,0.00021552,5.812e-05,-2.08e-06,1.652e-05,0.00915617,0.00038625,0.00623832,0.00041254,0.002215,0.00644762,0.00162893,6.046e-05,'D'
3602,-0.00288063,0.00221194,0.00026601,0.00023351,-0.0007777,-0.00037993,-0.0028238000000000004,0.00200714,0.00049065,7.983e-05,-0.00067344,-0.00029278,4.704e-05,-1.017e-05,-6.55e-06,5.19e-06,5.821e-05,3.046e-05,8.109e-05,-9.9e-07,-1.551e-05,2.469e-05,6.573e-05,3.227e-05,0.00364163,0.00089649,0.00349903,0.00073865,4.857e-05,6.59e-05,8.257e-05,7.728e-05,'D'
1274,0.01253148,0.00087954,-0.00125307,0.01483002,0.00130758,0.00043571,2.75e-06,-0.00033201,-1.703e-05,0.00573919,0.0030158000000000003,0.00039768,0.00396268,0.0006285,-0.00038235,0.00467677,0.0004011,0.0002064,-7.531e-05,0.00014454,9.06e-06,0.0016343,0.00147624,0.00012727,0.01262465,0.01489393,0.00033246,0.0064954999999999995,0.00403039,0.00469848,0.00016324,0.002206,'D'
5151,-0.00015230000000000002,0.00049269,-0.00012081,0.00035361,-0.00235422,7.961e-05,-0.00018465,0.00018222,-2.166e-05,0.00024249,-0.0014329,8.993e-05,-5.164e-05,-0.0001615,-5.467e-05,5.169e-05,-5.169e-05,-2.87e-06,-4.245e-05,-3.8799999999999994e-05,-2.553e-05,2.063e-05,-2.418e-05,2.87e-06,0.00052965,0.00238196,0.00026032,0.00145605,0.00017815,7.316e-05,6.292e-05,3.192e-05,'H'
1174,0.00444542,-0.00047977,-0.00045676,0.00141939,0.00320174,0.0006983,0.00074513,0.00035757,-0.0002076,0.00409098,0.00033002,0.00052932,-6.105e-05,-1.466e-05,7.18e-06,-0.00063106,-0.00068659,-0.00014187,1.259e-05,-2.242e-05,-4.08e-06,-0.00061543,0.00034458,-9.882e-05,0.0044945,0.0035711999999999996,0.00085216,0.00413826,6.319e-05,0.00094327,2.603e-05,0.00071222,'D'
4821,0.00391357,-0.00204985,-0.00085914,-0.00100539,-0.00118038,-0.000489,0.00249542,-0.00133279,-0.00062106,-0.00030785,-0.00113379,-0.00032777,-0.00022743,0.00015574,5.14e-05,6.827e-05,8.812e-05,2.706e-05,-0.00011167,8.023e-05,3.559e-05,3.172e-05,8.145e-05,1.6899999999999997e-05,0.00450067,0.0016258,0.00289641,0.00121971,0.0002804,0.00011471,0.00014203,8.902e-05,'D'
5471,0.00320338,-0.00407648,-0.00148158,0.0015394999999999999,-0.00189537,-0.00139826,0.0025638,-0.00397123,-0.001186,0.00174091,-0.00214827,-0.00126028,-0.00022116,0.00038712,5.234e-05,2.478e-05,0.00017195,4.227e-05,-0.00019082,0.00036129,4.54e-05,4.518e-05,0.00019642,1.575e-05,0.00539207,0.00281382,0.00487343,0.00303877,0.00044889999999999996,0.0001788,0.00041110000000000007,0.00020217,'D'
7719,-0.0011989000000000001,-0.00421572,0.0005773,5.794e-05,0.00026499,3.494e-05,-0.00120227,-0.00421943,0.0005778,6.255e-05,0.00026068,3.578e-05,-0.00014336,-0.00134755,0.00017383,0.00017681,0.00017622,7.226e-05,-0.00014241,-0.00134648,0.00017366,0.00017544,0.00017751,7.2e-05,0.00442074,0.00027349,0.00442525,0.00027046,0.00136626,0.00025988,0.00136508,0.00025976,'D'
2009,0.00050368,0.00045712,1.718e-05,0.00022879,-2.039e-05,0.00010211,-0.00325532,0.00235763,-0.00055847,0.0002198,-1.991e-05,0.00010355,4.462e-05,6.101e-05,-9.5e-07,8.336e-05,-9.909e-05,2.047e-05,-0.00097969,0.0007119,-0.00015109,8.058e-05,-9.894e-05,2.092e-05,0.0006804,0.00025137,0.00405801,0.00024379,7.56e-05,0.00013109,0.00122041,0.00012930000000000003,'D'
4867,-0.00063772,0.00048113,-0.00015187,-0.00030604,0.0001831,-2.563e-05,-0.00047644,0.00036056,-0.00011494,-0.00026225,0.00011157,-1.987e-05,-1.277e-05,6.64e-06,2.34e-06,-1.618e-05,2.428e-05,-1.002e-05,3.24e-06,-4e-08,4.69e-06,-6.53e-06,2.135e-05,-8.56e-06,0.00081317,0.00035755,0.00060845,0.00028569,1.458e-05,3.085e-05,5.7000000000000005e-06,2.391e-05,'D'
8098,-0.00244073,-0.00197667,0.00068135,-0.00173423,-0.00186409,-0.00032111,-0.00187926,-0.0019262999999999997,0.00081491,-0.00176621,-0.00184275,-0.00032643,0.00139411,-0.00018834,-9.033e-05,0.00013312,-0.00035192,3.008e-05,0.00107152,0.00011066,-9.473e-05,0.00013265,-0.00035162,3.001e-05,0.00321381,0.00256623,0.00281182,0.00257328,0.00140967,0.00037746,0.00108138,0.00037701,'D'
1369,0.00224672,0.0012331,-0.00019212,-0.00020015,4.262e-05,-6.601e-05,-0.00104813,0.0009929000000000001,3.808e-05,-0.00019329,4.55e-05,-6.536e-05,-0.00179146,0.00030036,8.1e-05,-3.248e-05,0.00022319999999999998,8.23e-06,-0.00017772,0.00032432,-1.43e-06,-3.221e-05,0.00022331,8.27e-06,0.00257006,0.00021502,0.00144426,0.00020905,0.00181827,0.00022569999999999996,0.00036982,0.00022577,'D'
